# name-stuff given names
# format: name|gender|frequency|tags
#
Asher|M|8|biblical,modern
Ashton|U|8|modern
Aubrey|U|8|modern
Autumn|F|8|modern
Avery|U|8|modern
Bailey|F?|8|modern
Barry|M|8|8
Beatrice|F|8|vintage
Bernard|M|8|vintage
Bernice|F|8|vintage
Bertha|F|8|vintage
Bessie|F|8|vintage
Beth|F|8|8
Bethany|F|8|modern
Bill|M|8|8
Billie|F?|8|vintage
Blake|M?|8|modern
Bobbie|U|8|vintage
Brandi|F|8|modern
Brandy|F?|8|modern
Brayden|M|8|modern
Brent|M|8|8
Brett|U|8|modern
Brooke|F|8|modern
Brooklyn|F|8|modern
Bryce|M?|8|modern
Caitlin|F|8|modern
Calvin|M|8|8
Camila|F|8|modern
Carla|F|8|8
Carmen|U|8|8
Carole|F|8|8
Caroline|F|8|modern
Carson|M?|8|modern
Carter|M|8|modern
Casey|U|8|modern
Cassandra|F|8|modern
Cathy|F|8|8
Cecil|M|8|vintage
Cecilia|F|8|modern
Chad|M|8|8
Charlene|F|8|8
Charlie|M?|8|modern
Chase|M|8|modern
Chelsea|F|8|modern
Chester|M|8|vintage
Chloe|F|8|modern
Chris|M?|8|8
Christy|U|8|8
Claire|F|8|modern
Claudia|F|8|8
Clayton|M|8|modern
Clifford|M|8|vintage
Clyde|M|8|vintage
Cole|M|8|modern
Colin|M|8|modern
Colleen|F|8|8
Colton|M|8|modern
Connor|M|8|modern
Constance|F|8|8
Cooper|M|8|modern
Cora|F|8|modern
Corey|M?|8|modern
Cory|M?|8|modern
Daisy|F|8|modern
Dakota|M?|8|modern
Damian|M|8|modern
Dan|M|8|biblical,mythological
Dana|F?|8|8
Darlene|F|8|8
Darrell|M|8|8
Darren|M|8|8
Dean|M|8|8
Deanna|F|8|8
Debbie|F|8|8
Deirdre|F|8|mythological
Delores|F|8|vintage
Derek|M|8|modern
Derrick|M|8|modern
Destiny|F|8|modern
Devin|U|8|modern
Diego|M|8|modern
Dolores|F|8|vintage
Dominic|M|8|modern
Don|U|8|8
Dora|F|8|vintage
Duane|M|8|8
Dustin|M|8|modern
Eddie|U|8|8
Edgar|M|8|modern
Eduardo|M|8|modern
Edwin|M|8|vintage
Eileen|F|8|8
Elena|F|8|modern
Eli|M|8|biblical,modern
Elias|M|8|modern
Ellie|F|8|modern
Elmer|M|8|vintage
Elsie|F|8|vintage
Erica|F|8|modern
Erik|M|8|modern
Erika|F|8|modern
Everett|M|8|modern
Ezra|M|8|biblical
Faith|F|8|modern
Fernando|M|8|modern
Floyd|M|8|vintage
Francisco|M|8|modern
Franklin|M|8|vintage
Fíona|F|8|8
Gabriella|F|8|modern
Gabrielle|F|8|modern
Gail|F?|8|8
Garrett|M|8|modern
Gavin|M|8|modern
Gene|U|8|vintage
Genevieve|F|8|vintage
Georgia|F|8|vintage
Geraldine|F|8|vintage
Gerard|M|8|8
Gertrude|F|8|vintage
Gianna|F|8|modern
Gilbert|M|8|8
Gina|F|8|8
Glen|U|8|8
Glenda|F|8|8
Gordon|M|8|vintage
Grant|M|8|modern
Grayson|M|8|modern
Gwendolyn|F|8|8
Hailey|F|8|modern
Haley|U|8|modern
Harper|M|8|modern
Harvey|M|8|vintage
Hattie|F|8|vintage
Hayden|U|8|modern
Hector|M|8|modern
Heidi|F|8|8
Herbert|M|8|vintage
Herman|M|8|vintage
Holly|F|8|8
Hudson|M|8|modern
Ida|F|8|mythological,vintage
Isabel|F|8|modern
Isabelle|F|8|modern
Isaiah|M|8|biblical,modern
Ivan|M|8|modern
Jackie|U|8|8
Jade|U|8|modern
Jaime|U|8|8
Jake|M|8|modern
Jared|M|8|biblical,modern,mythological
Javier|M|8|modern
Jaxon|M|8|modern
Jay|M|8|8
Jeanette|F|8|vintage
Jeanne|F|8|8
Jeff|M|8|8
Jeffery|M|8|8
Jenna|F|8|modern
Jennie|F|8|vintage
Jeremiah|M|8|biblical,modern,mythological
Jerome|M|8|8
Jesus|M|8|modern
Jill|F|8|8
Jim|M|8|8
Jimmie|M?|8|vintage
Jo|F|8|8
Joann|F|8|8
Joanna|F|8|modern
Joanne|F|8|8
Jocelyn|F|8|modern
Johnnie|M?|8|vintage
Jon|M|8|8
Jorge|M|8|modern
Josiah|M|8|biblical,modern
Joy|F|8|8
Juanita|F|8|vintage
June|F|8|vintage
Kaitlyn|F|8|modern
Kara|F|8|modern
Karl|M|8|8
Katelyn|F|8|modern
Katie|F|8|modern
Katrina|F|8|modern
Kay|F?|8|8
Kaylee|F|8|modern
Kelsey|F?|8|modern
Kendall|U|8|modern
Kim|U|8|8
Kristen|U|8|modern
Kristin|F|8|modern
Kristina|F|8|modern
Kylie|F|8|modern
Lance|M|8|8
Landon|M|8|modern
Laurie|U|8|8
Layla|F|8|modern
Lena|F|8|vintage
Leon|M|8|mythological,vintage
Leona|F|8|vintage
LeRoy|M|8|vintage
Lester|M|8|vintage
Levi|M|8|modern
Lewis|M|8|vintage
Lillie|F|8|vintage
Lily|F|8|modern
Lincoln|M|8|modern
Lindsay|F?|8|modern
Lindsey|F?|8|modern
Lloyd|M|8|vintage
Lonnie|M?|8|8
Loretta|F|8|vintage
Lorraine|F|8|vintage
Lucille|F|8|vintage
Lucy|F|8|modern
Lydia|F|8|modern
Lynn|F?|8|8
Mabel|F|8|vintage
Mackenzie|U|8|modern
Madeline|F|8|modern
Madelyn|F|8|modern
Mae|U|8|vintage
Maggie|F|8|modern
Makayla|F|8|modern
Manuel|M|8|modern
Marc|M|8|8
Marcia|F|8|8
Marcus|M|8|modern
Margie|F|8|vintage
Mariah|F|8|modern
Marian|F|8|vintage
Mario|M|8|modern
Marissa|F|8|modern
Marlene|F|8|vintage
Marsha|F|8|8
Mateo|M|8|8
Mattie|F|8|vintage
Maureen|F|8|8
Maurice|M|8|vintage
Max|U|8|modern
Maxine|F|8|vintage
Maxwell|M|8|modern
Maya|F|8|modern
Melinda|F|8|8
Melody|F|8|modern
Melvin|M|8|vintage
Micah|M?|8|biblical,modern
Micheal|M|8|8
Michele|F|8|8
Miguel|M|8|modern
Mike|M|8|8
Miles|M|8|modern
Milton|M|8|vintage
Minnie|F|8|vintage
Miranda|F|8|modern
Miriam|F|8|biblical,vintage
Mitchell|M|8|modern
Molly|F|8|modern
Myrtle|F|8|vintage
Naomi|F|8|biblical,modern
Neil|M|8|8
Nellie|F|8|vintage
Niamh|F|8|modern
Nina|F|8|modern
Nolan|M|8|modern
Nora|F|8|modern
Omar|M|8|biblical,modern
Oscar|M|8|modern
Owen|M|8|modern
Paige|U|8|modern
Parker|M?|8|modern
Patsy|F?|8|8
Pauline|F|8|vintage
Pearl|F|8|vintage
Penelope|F|8|modern,mythological
Penny|F|8|8
Peyton|U|8|modern
Preston|M|8|modern
Priscilla|F|8|8
Randall|M|8|8
Ray|M?|8|vintage
Regina|F|8|8
Reginald|M|8|8
Renee|F|8|8
Rhonda|F|8|8
Ricardo|M|8|modern
Ricky|M|8|8
Riley|M?|8|modern
Roberta|F|8|8
Roberto|M|8|modern
Rodney|M|8|8
Roland|M|8|vintage
Ronnie|M?|8|8
Rosa|F|8|vintage
Rosemary|F|8|8
Ruben|M|8|modern
Sabrina|F|8|modern
Sadie|F|8|modern
Sally|F|8|8
Sam|M?|8|mythological,vintage
Savannah|F|8|modern
Scarlett|F|8|modern
Sebastian|M|8|modern
Seth|M|8|biblical,modern,mythological
Shane|M|8|8
Sheila|F|8|8
Shelby|U|8|modern
Sherry|F|8|8
Sidney|M?|8|vintage
Sierra|F|8|modern
Sinéad|F|8|8
Siobhan|F|8|modern
Skylar|U|8|modern
Sofia|F|8|modern
Sophie|F|8|modern
Spencer|M|8|modern
Stacey|F?|8|8
Stacy|F?|8|8
Stella|F|8|modern
Steve|M|8|8
Sue|F|8|8
Suzanne|F|8|8
Sydney|U|8|modern
Sylvia|F|8|mythological
Tamara|F|8|8
Tanya|F|8|8
Tara|F|8|mythological
Terri|F|8|8
Thelma|F|8|vintage
Tom|M|8|8
Tommy|M|8|8
Toni|F|8|8
Tonya|F|8|8
Trevor|M|8|modern
Tristan|U|8|modern,mythological
Troy|M|8|8
Vera|F|8|vintage
Vernon|M|8|vintage
Veronica|F|8|modern
Vicki|F|8|8
Vickie|F|8|8
Viola|F|8|vintage
Violet|F|8|modern
Vivian|F|8|vintage
Warren|M|8|vintage
Wesley|M|8|modern
Whitney|M?|8|modern
Wilma|F|8|vintage
Wyatt|M|8|modern
Xavier|M|8|modern
Yolanda|F|8|8
Yvonne|F|8|8
Zoe|F|8|modern
Zoey|F|8|modern
Abby|F|7|modern
Abel|M|7|biblical,modern
Adeline|F|7|modern
Adriana|F|7|modern
Adrienne|F|7|modern
Aimee|F|7|7
Alana|F|7|modern
Alberta|F|7|vintage
Alberto|M|7|modern
Alec|M|7|modern
Alejandra|F|7|modern
Alfredo|M|7|modern
Alisha|F|7|modern
Allan|M|7|7
Allie|F?|7|modern
Allyson|F|7|modern
Amari|U|7|modern
Amir|M|7|modern
Anastasia|F|7|modern,mythological
Andres|M|7|modern
Andy|M?|7|modern
Angelica|F|7|modern
Angelo|M|7|modern
Angie|F|7|7
Annabelle|F|7|modern
Antoinette|F|7|vintage
Aoife|F|7|modern
Archie|M|7|vintage
Aria|F|7|modern
Ariel|F?|7|modern
Armando|M|7|modern
Arturo|M|7|modern
Athena|F|7|modern
August|M|7|modern
Aurora|F|7|modern
Axel|M|7|modern
Ayden|M|7|modern
Beau|M|7|7
Becky|F|7|7
Belinda|F|7|7
Bella|F|7|modern
Ben|M|7|vintage
Bennett|M|7|modern
Bennie|M?|7|vintage
Bentley|M?|7|modern
Bernadette|F|7|7
Beulah|F|7|vintage
Bianca|F|7|modern
Blanche|F|7|vintage
Bob|M|7|vintage
Brad|M|7|7
Brady|M|7|modern
Braxton|M|7|modern
Breanna|F|7|modern
Brendan|U|7|modern
Briana|F|7|modern
Bridget|F|7|7
Brittney|F|7|modern
Brody|M|7|modern
Brooks|M|7|7
Bryant|M|7|modern
Bryson|M|7|modern
Byron|M|7|7
Caden|M|7|modern
Caitlyn|F|7|modern
Callie|F|7|modern
Camden|M|7|modern
Camille|F|7|modern
Candace|F|7|modern
Candice|F|7|modern
Cara|F|7|modern
Carly|F|7|modern
Cassidy|F?|7|modern
Cecelia|F|7|7
Celeste|F|7|modern
Celia|F|7|vintage
Cesar|M|7|modern
Chance|M|7|modern
Cheyenne|F|7|modern
Ciara|F|7|modern
Clare|U|7|modern
Clark|M|7|modern
Claude|M|7|vintage
Clifton|M|7|7
Clinton|M|7|modern
Colby|M|7|modern
Collin|M|7|modern
Conner|M|7|modern
Conor|M|7|modern
Cristian|M|7|modern
Cristina|F|7|modern
Dallas|M?|7|modern
Dalton|M|7|modern
Damien|M|7|modern
Damon|M|7|mythological
Daniela|F|7|modern
Dante|M|7|modern
Darius|M|7|modern
Darryl|U|7|7
Daryl|M?|7|7
Dave|M|7|7
Dawson|M|7|modern
Declan|M|7|modern
Delilah|F|7|biblical,modern
Della|F|7|vintage
Denis|M|7|7
Desiree|F|7|modern
Devon|U|7|modern
Dianna|F|7|7
Dianne|F|7|7
Dillon|M|7|modern
Dominick|M|7|modern
Dominique|U|7|modern
Donnie|M?|7|7
Donovan|M|7|modern
Doreen|F|7|7
Drew|U|7|modern
Dwayne|M|7|7
Dwight|M|7|7
Earnest|M|7|vintage
Easton|M|7|modern
Eden|F|7|modern
Edmund|M|7|vintage
Eliana|F|7|modern
Elise|F|7|modern
Eliza|F|7|modern
Elliot|M|7|modern
Elliott|M|7|modern
Ellis|M|7|modern
Eloise|F|7|7
Emanuel|M|7|modern
Emerson|U|7|modern
Emery|M|7|modern
Emilia|F|7|modern
Emilio|M|7|modern
Emmanuel|M|7|modern
Emmett|M|7|modern
Enrique|M|7|modern
Eoin|M|7|modern
Erick|M|7|modern
Erma|F|7|vintage
Esmeralda|F|7|modern
Estelle|F|7|vintage
Eunice|F|7|biblical,vintage
Ezekiel|M|7|biblical,modern
Fannie|F|7|vintage
Faye|F|7|7
Felicia|F|7|7
Felix|M|7|modern
Flora|F|7|mythological,vintage
Forrest|M|7|vintage
Frankie|U|7|7
Freddie|M?|7|7
Fredrick|M|7|7
Gabriela|F|7|modern
Gage|M|7|modern
Gayle|F?|7|7
Genesis|F|7|modern
Geneva|F|7|vintage
Geoffrey|M|7|modern
Gerardo|M|7|modern
Gillian|F|7|modern
Giovanni|M|7|modern
Gracie|F|7|modern
Grady|M|7|modern
Graham|M|7|modern
Greg|M|7|7
Gretchen|F|7|7
Greyson|M|7|modern
Griffin|M|7|modern
Guadalupe|F?|7|modern
Guy|M|7|mythological
Harley|M?|7|modern
Harriet|F|7|vintage
Harrison|M|7|modern
Hayley|F|7|modern
Henrietta|F|7|vintage
Hilda|F|7|mythological,vintage
Homer|M|7|mythological,vintage
Hope|F|7|modern
Horace|M|7|vintage
Hubert|M|7|vintage
Hugh|M|7|vintage
Inez|F|7|vintage
Ira|M|7|mythological,vintage
Iris|F|7|modern,mythological
Irma|F|7|vintage
Isla|F|7|7
Israel|M|7|modern
Ivy|F|7|modern
Jace|M|7|modern
Jacquelyn|F|7|7
Jada|F|7|biblical,modern
Jaden|M?|7|modern
Jameson|M|7|modern
Jan|U|7|7
Janelle|F|7|modern
Janie|F|7|7
Jasper|M|7|modern
Jaxson|M|7|modern
Jeannette|F|7|vintage
Jenny|F|7|7
Jillian|F|7|modern
Jodi|F|7|7
Jody|F?|7|7
Joey|M?|7|7
Johanna|F|7|modern
Johnathan|M|7|modern
Jonah|M|7|biblical,modern
Jonathon|M|7|modern
Jordyn|F?|7|modern
Josie|U|7|modern
Josue|M|7|modern
Jude|U|7|biblical,modern
Juliana|F|7|modern
Julianna|F|7|modern
Julio|M|7|modern
Julius|M|7|vintage
Kaden|M|7|modern
Kai|M?|7|modern
Kaiden|M|7|modern
Kaitlin|F|7|modern
Kaleb|M|7|modern
Kari|F|7|7
Karina|F|7|modern
Karla|F|7|7
Kate|F|7|modern
Kayden|M?|7|modern
Kelley|U|7|7
Kelli|U|7|7
Kellie|U|7|7
Kelvin|M|7|7
Kendra|F|7|modern
